actor,partner,item,x,unique.pair,selector,male,decision,pair,match.pair,dpair
198,231,5,0,1403,1,0,0,2687,3333,901
198,232,1,3,1404,1,0,0,2688,3353,903
198,232,2,3,1404,1,0,0,2688,3353,903
198,232,3,2,1404,1,0,0,2688,3353,903
198,232,4,4,1404,1,0,0,2688,3353,903
198,232,5,2,1404,1,0,0,2688,3353,903
199,213,1,3,1405,1,0,0,2689,2974,905
199,213,2,4,1405,1,0,0,2689,2974,905
199,213,3,3,1405,1,0,0,2689,2974,905
199,213,4,4,1405,1,0,0,2689,2974,905
199,213,5,3,1405,1,0,0,2689,2974,905
199,214,1,2,1406,1,0,0,2690,2994,907
199,214,2,3,1406,1,0,0,2690,2994,907
199,214,3,3,1406,1,0,0,2690,2994,907
199,214,4,3,1406,1,0,0,2690,2994,907
199,214,5,3,1406,1,0,0,2690,2994,907
199,215,1,1,1407,1,0,0,2691,3014,909
199,215,3,2,1407,1,0,0,2691,3014,909
199,215,4,3,1407,1,0,0,2691,3014,909
199,215,5,2,1407,1,0,0,2691,3014,909
199,216,1,3,1408,1,0,1,2692,3034,911
199,216,2,4,1408,1,0,1,2692,3034,911
199,216,3,3,1408,1,0,1,2692,3034,911
199,216,4,4,1408,1,0,1,2692,3034,911
199,216,5,3,1408,1,0,1,2692,3034,911
199,217,1,2,1409,1,0,0,2693,3054,913
199,217,2,4,1409,1,0,0,2693,3054,913
199,217,3,2,1409,1,0,0,2693,3054,913
199,217,4,4,1409,1,0,0,2693,3054,913
199,217,5,3,1409,1,0,0,2693,3054,913
199,218,1,3,1410,1,0,0,2694,3074,917
199,218,2,3,1410,1,0,0,2694,3074,917
199,218,3,3,1410,1,0,0,2694,3074,917
199,218,4,3,1410,1,0,0,2694,3074,917
199,218,5,3,1410,1,0,0,2694,3074,917
199,219,1,2,1411,1,0,0,2695,3094,919
199,219,2,3,1411,1,0,0,2695,3094,919
199,219,4,4,1411,1,0,0,2695,3094,919
199,219,5,3,1411,1,0,0,2695,3094,919
199,220,1,3,1412,1,0,0,2696,3114,921
199,220,2,3,1412,1,0,0,2696,3114,921
199,220,4,3,1412,1,0,0,2696,3114,921
199,220,5,3,1412,1,0,0,2696,3114,921
199,221,1,1,1413,1,0,0,2697,3134,923
199,221,2,4,1413,1,0,0,2697,3134,923
199,221,3,1,1413,1,0,0,2697,3134,923
199,221,4,4,1413,1,0,0,2697,3134,923
199,221,5,3,1413,1,0,0,2697,3134,923
199,222,1,2,1414,1,0,0,2698,3154,925
199,222,2,3,1414,1,0,0,2698,3154,925
199,222,3,3,1414,1,0,0,2698,3154,925
199,222,4,3,1414,1,0,0,2698,3154,925
199,222,5,3,1414,1,0,0,2698,3154,925
199,223,1,3,1415,1,0,1,2699,3174,927
199,223,2,4,1415,1,0,1,2699,3174,927
199,223,4,4,1415,1,0,1,2699,3174,927
199,223,5,3,1415,1,0,1,2699,3174,927
199,224,1,3,1416,1,0,0,2700,3194,929
199,224,2,3,1416,1,0,0,2700,3194,929
199,224,3,3,1416,1,0,0,2700,3194,929
199,224,4,3,1416,1,0,0,2700,3194,929
199,224,5,3,1416,1,0,0,2700,3194,929
199,225,1,3,1417,1,0,0,2701,3214,931
199,225,2,3,1417,1,0,0,2701,3214,931
199,225,3,3,1417,1,0,0,2701,3214,931
199,225,4,3,1417,1,0,0,2701,3214,931
199,225,5,3,1417,1,0,0,2701,3214,931
199,226,1,3,1418,1,0,0,2702,3234,933
199,226,2,3,1418,1,0,0,2702,3234,933
199,226,3,3,1418,1,0,0,2702,3234,933
199,226,4,3,1418,1,0,0,2702,3234,933
199,226,5,3,1418,1,0,0,2702,3234,933
199,227,1,2,1419,1,0,0,2703,3254,935
199,227,2,4,1419,1,0,0,2703,3254,935
199,227,3,2,1419,1,0,0,2703,3254,935
199,227,4,4,1419,1,0,0,2703,3254,935
199,227,5,3,1419,1,0,0,2703,3254,935
199,228,1,3,1420,1,0,1,2704,3274,939
199,228,3,4,1420,1,0,1,2704,3274,939
199,228,4,3,1420,1,0,1,2704,3274,939
199,228,5,2,1420,1,0,1,2704,3274,939
199,229,1,3,1421,1,0,0,2705,3294,941
199,229,2,2,1421,1,0,0,2705,3294,941
199,229,3,3,1421,1,0,0,2705,3294,941
199,229,5,2,1421,1,0,0,2705,3294,941
199,230,1,2,1422,1,0,0,2706,3314,943
199,230,2,3,1422,1,0,0,2706,3314,943
199,230,3,3,1422,1,0,0,2706,3314,943
199,230,4,3,1422,1,0,0,2706,3314,943
199,230,5,3,1422,1,0,0,2706,3314,943
199,231,1,2,1423,1,0,0,2707,3334,945
199,231,2,3,1423,1,0,0,2707,3334,945
199,231,3,2,1423,1,0,0,2707,3334,945
199,231,4,3,1423,1,0,0,2707,3334,945
199,231,5,3,1423,1,0,0,2707,3334,945
200,213,1,3,1424,1,0,0,2708,2975,947
200,213,2,3,1424,1,0,0,2708,2975,947
200,213,4,3,1424,1,0,0,2708,2975,947
200,213,5,3,1424,1,0,0,2708,2975,947
200,214,1,3,1425,1,0,0,2709,2995,949
200,214,2,3,1425,1,0,0,2709,2995,949
200,214,3,3,1425,1,0,0,2709,2995,949
200,214,4,3,1425,1,0,0,2709,2995,949
200,214,5,3,1425,1,0,0,2709,2995,949
200,215,1,1,1426,1,0,0,2710,3015,951
200,215,3,3,1426,1,0,0,2710,3015,951
200,215,4,3,1426,1,0,0,2710,3015,951
200,215,5,2,1426,1,0,0,2710,3015,951
200,216,1,3,1427,1,0,1,2711,3035,953
200,216,2,4,1427,1,0,1,2711,3035,953
200,216,4,4,1427,1,0,1,2711,3035,953
200,216,5,2,1427,1,0,1,2711,3035,953
200,217,1,0,1428,1,0,0,2712,3055,955
200,217,3,0,1428,1,0,0,2712,3055,955
200,217,5,0,1428,1,0,0,2712,3055,955
200,218,1,3,1429,1,0,0,2713,3075,957
200,218,5,1,1429,1,0,0,2713,3075,957
200,219,1,1,1430,1,0,0,2714,3095,961
200,219,2,3,1430,1,0,0,2714,3095,961
200,219,3,1,1430,1,0,0,2714,3095,961
200,219,4,3,1430,1,0,0,2714,3095,961
200,219,5,1,1430,1,0,0,2714,3095,961
200,220,1,3,1431,1,0,0,2715,3115,963
200,220,2,3,1431,1,0,0,2715,3115,963
200,220,4,3,1431,1,0,0,2715,3115,963
200,220,5,2,1431,1,0,0,2715,3115,963
200,221,1,0,1432,1,0,0,2716,3135,965
200,221,3,0,1432,1,0,0,2716,3135,965
200,221,5,0,1432,1,0,0,2716,3135,965
200,222,1,2,1433,1,0,0,2717,3155,967
200,222,2,4,1433,1,0,0,2717,3155,967
200,222,4,4,1433,1,0,0,2717,3155,967
200,222,5,3,1433,1,0,0,2717,3155,967
200,223,1,1,1434,1,0,0,2718,3175,969
200,223,4,3,1434,1,0,0,2718,3175,969
200,223,5,2,1434,1,0,0,2718,3175,969
200,224,1,2,1435,1,0,0,2719,3195,971
200,224,2,4,1435,1,0,0,2719,3195,971
200,224,3,3,1435,1,0,0,2719,3195,971
200,224,4,3,1435,1,0,0,2719,3195,971
200,224,5,2,1435,1,0,0,2719,3195,971
200,225,1,4,1436,1,0,1,2720,3215,973
200,225,2,4,1436,1,0,1,2720,3215,973
200,225,4,3,1436,1,0,1,2720,3215,973
200,225,5,3,1436,1,0,1,2720,3215,973
200,226,1,2,1437,1,0,0,2721,3235,975
200,226,4,3,1437,1,0,0,2721,3235,975
200,226,5,2,1437,1,0,0,2721,3235,975
200,227,1,2,1438,1,0,0,2722,3255,977
200,227,3,1,1438,1,0,0,2722,3255,977
200,227,4,3,1438,1,0,0,2722,3255,977
200,227,5,2,1438,1,0,0,2722,3255,977
200,228,1,3,1439,1,0,0,2723,3275,979
200,228,2,3,1439,1,0,0,2723,3275,979
200,228,3,3,1439,1,0,0,2723,3275,979
200,228,4,3,1439,1,0,0,2723,3275,979
200,228,5,3,1439,1,0,0,2723,3275,979
200,229,1,3,1440,1,0,1,2724,3295,983
200,229,2,4,1440,1,0,1,2724,3295,983
200,229,3,4,1440,1,0,1,2724,3295,983
200,229,4,3,1440,1,0,1,2724,3295,983
200,229,5,3,1440,1,0,1,2724,3295,983
200,230,1,3,1441,1,0,0,2725,3315,985
200,230,2,3,1441,1,0,0,2725,3315,985
200,230,3,3,1441,1,0,0,2725,3315,985
200,230,4,3,1441,1,0,0,2725,3315,985
200,230,5,2,1441,1,0,0,2725,3315,985
200,231,1,1,1442,1,0,0,2726,3335,987
200,231,3,1,1442,1,0,0,2726,3335,987
200,231,4,3,1442,1,0,0,2726,3335,987
200,231,5,2,1442,1,0,0,2726,3335,987
200,232,1,1,1443,1,0,0,2727,3354,989
200,232,2,3,1443,1,0,0,2727,3354,989
200,232,3,1,1443,1,0,0,2727,3354,989
200,232,4,3,1443,1,0,0,2727,3354,989
200,232,5,2,1443,1,0,0,2727,3354,989
201,213,1,3,1444,1,0,0,2728,2976,991
201,213,2,3,1444,1,0,0,2728,2976,991
201,213,3,3,1444,1,0,0,2728,2976,991
201,213,4,3,1444,1,0,0,2728,2976,991
201,213,5,3,1444,1,0,0,2728,2976,991
201,214,1,3,1445,1,0,0,2729,2996,993
201,214,2,4,1445,1,0,0,2729,2996,993
201,214,3,3,1445,1,0,0,2729,2996,993
201,214,4,3,1445,1,0,0,2729,2996,993
201,214,5,3,1445,1,0,0,2729,2996,993
201,215,1,2,1446,1,0,0,2730,3016,995
201,215,2,4,1446,1,0,0,2730,3016,995
201,215,3,3,1446,1,0,0,2730,3016,995
201,215,4,3,1446,1,0,0,2730,3016,995
201,215,5,2,1446,1,0,0,2730,3016,995
201,216,1,4,1447,1,0,1,2731,3036,997
201,216,2,4,1447,1,0,1,2731,3036,997
201,216,3,3,1447,1,0,1,2731,3036,997
201,216,4,4,1447,1,0,1,2731,3036,997
201,216,5,3,1447,1,0,1,2731,3036,997
201,217,1,2,1448,1,0,0,2732,3056,999
201,217,2,3,1448,1,0,0,2732,3056,999
201,217,3,2,1448,1,0,0,2732,3056,999
201,217,4,4,1448,1,0,0,2732,3056,999
201,217,5,2,1448,1,0,0,2732,3056,999
201,218,1,3,1449,1,0,0,2733,3076,1001
201,218,2,3,1449,1,0,0,2733,3076,1001
201,218,3,3,1449,1,0,0,2733,3076,1001
201,218,4,4,1449,1,0,0,2733,3076,1001
201,218,5,3,1449,1,0,0,2733,3076,1001
201,219,1,2,1450,1,0,0,2734,3096,1005
201,219,2,3,1450,1,0,0,2734,3096,1005
201,219,3,3,1450,1,0,0,2734,3096,1005
201,219,4,4,1450,1,0,0,2734,3096,1005
201,219,5,2,1450,1,0,0,2734,3096,1005
201,220,1,2,1451,1,0,0,2735,3116,1007
201,220,2,3,1451,1,0,0,2735,3116,1007
201,220,3,3,1451,1,0,0,2735,3116,1007
201,220,4,4,1451,1,0,0,2735,3116,1007
201,220,5,2,1451,1,0,0,2735,3116,1007
201,221,1,0,1452,1,0,0,2736,3136,1009
201,221,2,3,1452,1,0,0,2736,3136,1009
201,221,3,1,1452,1,0,0,2736,3136,1009
201,221,4,4,1452,1,0,0,2736,3136,1009
201,221,5,2,1452,1,0,0,2736,3136,1009
201,222,1,3,1453,1,0,0,2737,3156,1011
201,222,2,3,1453,1,0,0,2737,3156,1011
201,222,3,3,1453,1,0,0,2737,3156,1011
201,222,4,4,1453,1,0,0,2737,3156,1011
201,222,5,3,1453,1,0,0,2737,3156,1011
201,223,1,1,1454,1,0,0,2738,3176,1013
201,223,2,3,1454,1,0,0,2738,3176,1013
201,223,3,2,1454,1,0,0,2738,3176,1013
201,223,4,4,1454,1,0,0,2738,3176,1013
201,223,5,2,1454,1,0,0,2738,3176,1013
201,224,1,3,1455,1,0,0,2739,3196,1015
201,224,2,3,1455,1,0,0,2739,3196,1015
201,224,3,3,1455,1,0,0,2739,3196,1015
201,224,4,4,1455,1,0,0,2739,3196,1015
201,224,5,3,1455,1,0,0,2739,3196,1015
201,225,1,4,1456,1,0,1,2740,3216,1017
201,225,2,3,1456,1,0,1,2740,3216,1017
201,225,3,4,1456,1,0,1,2740,3216,1017
201,225,4,3,1456,1,0,1,2740,3216,1017
201,225,5,3,1456,1,0,1,2740,3216,1017
201,226,1,3,1457,1,0,0,2741,3236,1019
201,226,2,4,1457,1,0,0,2741,3236,1019
201,226,3,3,1457,1,0,0,2741,3236,1019
201,226,4,3,1457,1,0,0,2741,3236,1019
201,226,5,3,1457,1,0,0,2741,3236,1019
201,227,1,1,1458,1,0,0,2742,3256,1021
201,227,2,3,1458,1,0,0,2742,3256,1021
201,227,3,2,1458,1,0,0,2742,3256,1021
201,227,4,4,1458,1,0,0,2742,3256,1021
201,227,5,2,1458,1,0,0,2742,3256,1021
201,228,1,4,1459,1,0,1,2743,3276,1023
201,228,2,4,1459,1,0,1,2743,3276,1023
201,228,3,3,1459,1,0,1,2743,3276,1023
201,228,4,4,1459,1,0,1,2743,3276,1023
201,228,5,3,1459,1,0,1,2743,3276,1023
201,229,1,2,1460,1,0,0,2744,3296,1027
201,229,2,3,1460,1,0,0,2744,3296,1027
201,229,3,3,1460,1,0,0,2744,3296,1027
201,229,4,3,1460,1,0,0,2744,3296,1027
201,229,5,2,1460,1,0,0,2744,3296,1027
201,230,1,2,1461,1,0,0,2745,3316,1029
201,230,2,3,1461,1,0,0,2745,3316,1029
201,230,3,4,1461,1,0,0,2745,3316,1029
201,230,4,3,1461,1,0,0,2745,3316,1029
201,230,5,3,1461,1,0,0,2745,3316,1029
201,231,1,3,1462,1,0,0,2746,3336,1031
201,231,2,4,1462,1,0,0,2746,3336,1031
201,231,3,3,1462,1,0,0,2746,3336,1031
201,231,4,4,1462,1,0,0,2746,3336,1031
201,231,5,3,1462,1,0,0,2746,3336,1031
201,232,1,3,1463,1,0,1,2747,3355,1033
201,232,2,3,1463,1,0,1,2747,3355,1033
201,232,3,4,1463,1,0,1,2747,3355,1033
201,232,4,3,1463,1,0,1,2747,3355,1033
201,232,5,2,1463,1,0,1,2747,3355,1033
202,213,1,1,1464,1,0,0,2748,2977,1035
202,213,2,3,1464,1,0,0,2748,2977,1035
202,213,3,2,1464,1,0,0,2748,2977,1035
202,213,4,3,1464,1,0,0,2748,2977,1035
202,213,5,1,1464,1,0,0,2748,2977,1035
202,214,1,3,1465,1,0,0,2749,2997,1037
202,214,2,3,1465,1,0,0,2749,2997,1037
202,214,3,3,1465,1,0,0,2749,2997,1037
202,214,4,2,1465,1,0,0,2749,2997,1037
202,214,5,3,1465,1,0,0,2749,2997,1037
202,215,1,0,1466,1,0,0,2750,3017,1039
202,215,2,3,1466,1,0,0,2750,3017,1039
202,215,3,2,1466,1,0,0,2750,3017,1039
202,215,4,2,1466,1,0,0,2750,3017,1039
202,215,5,0,1466,1,0,0,2750,3017,1039
202,216,1,4,1467,1,0,0,2751,3037,1041
202,216,2,4,1467,1,0,0,2751,3037,1041
202,216,3,4,1467,1,0,0,2751,3037,1041
202,216,4,4,1467,1,0,0,2751,3037,1041
202,216,5,4,1467,1,0,0,2751,3037,1041
202,217,1,3,1468,1,0,0,2752,3057,1043
202,217,2,4,1468,1,0,0,2752,3057,1043
202,217,3,3,1468,1,0,0,2752,3057,1043
202,217,4,4,1468,1,0,0,2752,3057,1043
202,217,5,3,1468,1,0,0,2752,3057,1043
202,218,1,3,1469,1,0,0,2753,3077,1045
202,218,2,3,1469,1,0,0,2753,3077,1045
202,218,3,3,1469,1,0,0,2753,3077,1045
202,218,4,4,1469,1,0,0,2753,3077,1045
202,218,5,3,1469,1,0,0,2753,3077,1045
202,219,1,1,1470,1,0,0,2754,3097,1049
202,219,2,4,1470,1,0,0,2754,3097,1049
202,219,3,3,1470,1,0,0,2754,3097,1049
202,219,4,4,1470,1,0,0,2754,3097,1049
202,219,5,3,1470,1,0,0,2754,3097,1049
202,220,1,1,1471,1,0,0,2755,3117,1051
202,220,2,4,1471,1,0,0,2755,3117,1051
202,220,4,3,1471,1,0,0,2755,3117,1051
202,220,5,2,1471,1,0,0,2755,3117,1051
202,221,1,1,1472,1,0,0,2756,3137,1053
202,221,2,4,1472,1,0,0,2756,3137,1053
202,221,3,0,1472,1,0,0,2756,3137,1053
202,221,4,4,1472,1,0,0,2756,3137,1053
202,221,5,2,1472,1,0,0,2756,3137,1053
202,222,1,2,1473,1,0,0,2757,3157,1055
202,222,2,4,1473,1,0,0,2757,3157,1055
202,222,3,3,1473,1,0,0,2757,3157,1055
202,222,4,3,1473,1,0,0,2757,3157,1055
202,222,5,2,1473,1,0,0,2757,3157,1055
202,223,1,1,1474,1,0,0,2758,3177,1057
202,223,2,3,1474,1,0,0,2758,3177,1057
202,223,3,1,1474,1,0,0,2758,3177,1057
202,223,4,4,1474,1,0,0,2758,3177,1057
202,223,5,1,1474,1,0,0,2758,3177,1057
202,224,1,2,1475,1,0,0,2759,3197,1059
202,224,2,3,1475,1,0,0,2759,3197,1059
202,224,3,3,1475,1,0,0,2759,3197,1059
202,224,4,3,1475,1,0,0,2759,3197,1059
202,224,5,3,1475,1,0,0,2759,3197,1059
202,225,1,4,1476,1,0,0,2760,3217,1061
202,225,2,4,1476,1,0,0,2760,3217,1061
202,225,3,4,1476,1,0,0,2760,3217,1061
202,225,4,3,1476,1,0,0,2760,3217,1061
202,225,5,4,1476,1,0,0,2760,3217,1061
202,226,1,3,1477,1,0,0,2761,3237,1063
202,226,2,3,1477,1,0,0,2761,3237,1063
202,226,3,3,1477,1,0,0,2761,3237,1063
202,226,4,3,1477,1,0,0,2761,3237,1063
202,226,5,2,1477,1,0,0,2761,3237,1063
202,227,1,2,1478,1,0,0,2762,3257,1065
202,227,2,4,1478,1,0,0,2762,3257,1065
202,227,3,3,1478,1,0,0,2762,3257,1065
202,227,4,4,1478,1,0,0,2762,3257,1065
202,227,5,3,1478,1,0,0,2762,3257,1065
202,228,1,3,1479,1,0,0,2763,3277,1067
202,228,2,4,1479,1,0,0,2763,3277,1067
202,228,3,3,1479,1,0,0,2763,3277,1067
202,228,4,4,1479,1,0,0,2763,3277,1067
202,228,5,3,1479,1,0,0,2763,3277,1067
202,229,1,1,1480,1,0,0,2764,3297,1071
202,229,2,3,1480,1,0,0,2764,3297,1071
202,229,3,3,1480,1,0,0,2764,3297,1071
202,229,4,2,1480,1,0,0,2764,3297,1071
202,229,5,1,1480,1,0,0,2764,3297,1071
202,230,1,2,1481,1,0,0,2765,3317,1073
202,230,2,4,1481,1,0,0,2765,3317,1073
202,230,3,2,1481,1,0,0,2765,3317,1073
202,230,4,3,1481,1,0,0,2765,3317,1073
202,230,5,1,1481,1,0,0,2765,3317,1073
202,231,1,2,1482,1,0,0,2766,3337,1075
202,231,2,3,1482,1,0,0,2766,3337,1075
202,231,3,2,1482,1,0,0,2766,3337,1075
202,231,4,3,1482,1,0,0,2766,3337,1075
202,231,5,1,1482,1,0,0,2766,3337,1075
202,232,1,2,1483,1,0,0,2767,3356,1077
202,232,2,4,1483,1,0,0,2767,3356,1077
202,232,4,4,1483,1,0,0,2767,3356,1077
202,232,5,3,1483,1,0,0,2767,3356,1077
203,213,1,2,1484,1,0,0,2768,2978,1079
203,213,2,3,1484,1,0,0,2768,2978,1079
203,213,3,3,1484,1,0,0,2768,2978,1079
203,213,4,3,1484,1,0,0,2768,2978,1079
203,213,5,3,1484,1,0,0,2768,2978,1079
203,214,1,3,1485,1,0,0,2769,2998,1081
203,214,2,3,1485,1,0,0,2769,2998,1081
203,214,3,3,1485,1,0,0,2769,2998,1081
203,214,4,4,1485,1,0,0,2769,2998,1081
203,214,5,3,1485,1,0,0,2769,2998,1081
203,215,1,1,1486,1,0,0,2770,3018,1083
203,215,2,4,1486,1,0,0,2770,3018,1083
203,215,3,2,1486,1,0,0,2770,3018,1083
203,215,4,4,1486,1,0,0,2770,3018,1083
203,215,5,3,1486,1,0,0,2770,3018,1083
203,216,1,4,1487,1,0,1,2771,3038,1085
203,216,2,4,1487,1,0,1,2771,3038,1085
203,216,3,3,1487,1,0,1,2771,3038,1085
203,216,4,4,1487,1,0,1,2771,3038,1085
203,216,5,4,1487,1,0,1,2771,3038,1085
203,217,1,2,1488,1,0,0,2772,3058,1087
203,217,2,4,1488,1,0,0,2772,3058,1087
203,217,3,2,1488,1,0,0,2772,3058,1087
203,217,4,4,1488,1,0,0,2772,3058,1087
203,217,5,2,1488,1,0,0,2772,3058,1087
203,218,1,3,1489,1,0,0,2773,3078,1089
203,218,2,3,1489,1,0,0,2773,3078,1089
203,218,3,3,1489,1,0,0,2773,3078,1089
203,218,4,4,1489,1,0,0,2773,3078,1089
203,218,5,4,1489,1,0,0,2773,3078,1089
203,219,1,1,1490,1,0,0,2774,3098,1093
203,219,2,3,1490,1,0,0,2774,3098,1093
203,219,3,2,1490,1,0,0,2774,3098,1093
203,219,4,4,1490,1,0,0,2774,3098,1093
203,219,5,3,1490,1,0,0,2774,3098,1093
203,220,1,1,1491,1,0,0,2775,3118,1095
203,220,2,2,1491,1,0,0,2775,3118,1095
203,220,3,2,1491,1,0,0,2775,3118,1095
203,220,4,4,1491,1,0,0,2775,3118,1095
203,220,5,2,1491,1,0,0,2775,3118,1095
203,221,1,0,1492,1,0,0,2776,3138,1097
203,221,2,0,1492,1,0,0,2776,3138,1097
203,221,3,0,1492,1,0,0,2776,3138,1097
203,221,4,3,1492,1,0,0,2776,3138,1097
203,221,5,0,1492,1,0,0,2776,3138,1097
203,222,1,2,1493,1,0,0,2777,3158,1099
203,222,2,3,1493,1,0,0,2777,3158,1099
203,222,3,2,1493,1,0,0,2777,3158,1099
203,222,4,3,1493,1,0,0,2777,3158,1099
203,222,5,2,1493,1,0,0,2777,3158,1099
203,223,1,2,1494,1,0,0,2778,3178,1101
203,223,2,3,1494,1,0,0,2778,3178,1101
203,223,3,2,1494,1,0,0,2778,3178,1101
203,223,4,3,1494,1,0,0,2778,3178,1101
203,223,5,2,1494,1,0,0,2778,3178,1101
203,224,1,3,1495,1,0,0,2779,3198,1103
203,224,2,3,1495,1,0,0,2779,3198,1103
203,224,3,3,1495,1,0,0,2779,3198,1103
203,224,4,3,1495,1,0,0,2779,3198,1103
203,224,5,4,1495,1,0,0,2779,3198,1103
203,225,1,4,1496,1,0,1,2780,3218,1105
203,225,2,3,1496,1,0,1,2780,3218,1105
203,225,3,4,1496,1,0,1,2780,3218,1105
203,225,4,3,1496,1,0,1,2780,3218,1105
203,225,5,3,1496,1,0,1,2780,3218,1105
203,226,1,3,1497,1,0,0,2781,3238,1107
203,226,2,2,1497,1,0,0,2781,3238,1107
203,226,3,2,1497,1,0,0,2781,3238,1107
203,226,4,2,1497,1,0,0,2781,3238,1107
203,226,5,3,1497,1,0,0,2781,3238,1107
203,227,1,0,1498,1,0,0,2782,3258,1109
203,227,2,1,1498,1,0,0,2782,3258,1109
203,227,3,0,1498,1,0,0,2782,3258,1109
203,227,4,2,1498,1,0,0,2782,3258,1109
203,227,5,1,1498,1,0,0,2782,3258,1109
203,228,1,3,1499,1,0,0,2783,3278,1111
203,228,2,3,1499,1,0,0,2783,3278,1111
203,228,3,4,1499,1,0,0,2783,3278,1111
203,228,4,3,1499,1,0,0,2783,3278,1111
203,228,5,3,1499,1,0,0,2783,3278,1111
203,229,1,2,1500,1,0,0,2784,3298,1117
203,229,2,2,1500,1,0,0,2784,3298,1117
203,229,3,3,1500,1,0,0,2784,3298,1117
203,229,4,3,1500,1,0,0,2784,3298,1117
203,229,5,3,1500,1,0,0,2784,3298,1117
203,230,1,3,1501,1,0,0,2785,3318,1119
203,230,2,3,1501,1,0,0,2785,3318,1119
203,230,3,3,1501,1,0,0,2785,3318,1119
203,230,4,4,1501,1,0,0,2785,3318,1119
203,230,5,3,1501,1,0,0,2785,3318,1119
203,231,1,2,1502,1,0,0,2786,3338,1121
203,231,2,2,1502,1,0,0,2786,3338,1121
203,231,3,2,1502,1,0,0,2786,3338,1121
203,231,4,3,1502,1,0,0,2786,3338,1121
203,231,5,2,1502,1,0,0,2786,3338,1121
203,232,1,2,1503,1,0,0,2787,3357,1123
203,232,2,3,1503,1,0,0,2787,3357,1123
203,232,3,2,1503,1,0,0,2787,3357,1123
203,232,4,4,1503,1,0,0,2787,3357,1123
203,232,5,3,1503,1,0,0,2787,3357,1123
204,213,1,2,1504,1,0,0,2788,2979,1125
204,213,2,3,1504,1,0,0,2788,2979,1125
204,213,3,2,1504,1,0,0,2788,2979,1125
204,213,4,3,1504,1,0,0,2788,2979,1125
204,213,5,2,1504,1,0,0,2788,2979,1125
204,214,1,4,1505,1,0,0,2789,2999,1127
204,214,2,3,1505,1,0,0,2789,2999,1127
204,214,3,3,1505,1,0,0,2789,2999,1127
204,214,4,3,1505,1,0,0,2789,2999,1127
204,214,5,4,1505,1,0,0,2789,2999,1127
204,215,1,0,1506,1,0,0,2790,3019,1129
204,215,2,3,1506,1,0,0,2790,3019,1129
204,215,3,1,1506,1,0,0,2790,3019,1129
204,215,4,1,1506,1,0,0,2790,3019,1129
204,215,5,0,1506,1,0,0,2790,3019,1129
204,216,1,4,1507,1,0,1,2791,3039,1131
204,216,2,4,1507,1,0,1,2791,3039,1131
204,216,3,3,1507,1,0,1,2791,3039,1131
204,216,4,4,1507,1,0,1,2791,3039,1131
204,216,5,3,1507,1,0,1,2791,3039,1131
204,217,1,2,1508,1,0,0,2792,3059,1133
204,217,2,2,1508,1,0,0,2792,3059,1133
204,217,3,2,1508,1,0,0,2792,3059,1133
204,217,4,3,1508,1,0,0,2792,3059,1133
204,217,5,2,1508,1,0,0,2792,3059,1133
204,218,1,2,1509,1,0,0,2793,3079,1135
204,218,2,2,1509,1,0,0,2793,3079,1135
204,218,3,2,1509,1,0,0,2793,3079,1135
204,218,4,2,1509,1,0,0,2793,3079,1135
204,218,5,2,1509,1,0,0,2793,3079,1135
204,219,1,3,1510,1,0,1,2794,3099,1139
204,219,2,2,1510,1,0,1,2794,3099,1139
204,219,3,3,1510,1,0,1,2794,3099,1139
204,219,4,3,1510,1,0,1,2794,3099,1139
204,219,5,3,1510,1,0,1,2794,3099,1139
204,220,1,3,1511,1,0,1,2795,3119,1141
204,220,2,3,1511,1,0,1,2795,3119,1141
204,220,3,3,1511,1,0,1,2795,3119,1141
204,220,4,3,1511,1,0,1,2795,3119,1141
204,220,5,3,1511,1,0,1,2795,3119,1141
204,221,1,1,1512,1,0,0,2796,3139,1143
204,221,2,3,1512,1,0,0,2796,3139,1143
204,221,3,2,1512,1,0,0,2796,3139,1143
204,221,4,4,1512,1,0,0,2796,3139,1143
204,221,5,4,1512,1,0,0,2796,3139,1143
204,222,1,2,1513,1,0,0,2797,3159,1145
204,222,2,1,1513,1,0,0,2797,3159,1145
204,222,3,1,1513,1,0,0,2797,3159,1145
204,222,4,2,1513,1,0,0,2797,3159,1145
204,222,5,1,1513,1,0,0,2797,3159,1145
204,223,1,4,1514,1,0,1,2798,3179,1147
204,223,2,3,1514,1,0,1,2798,3179,1147
204,223,3,3,1514,1,0,1,2798,3179,1147
204,223,4,4,1514,1,0,1,2798,3179,1147
204,223,5,3,1514,1,0,1,2798,3179,1147
204,224,1,2,1515,1,0,0,2799,3199,1149
204,224,2,3,1515,1,0,0,2799,3199,1149
204,224,3,2,1515,1,0,0,2799,3199,1149
204,224,4,3,1515,1,0,0,2799,3199,1149
204,224,5,3,1515,1,0,0,2799,3199,1149
204,225,1,4,1516,1,0,0,2800,3219,1151
204,225,2,4,1516,1,0,0,2800,3219,1151
204,225,3,1,1516,1,0,0,2800,3219,1151
204,225,4,2,1516,1,0,0,2800,3219,1151
204,225,5,2,1516,1,0,0,2800,3219,1151
204,226,1,0,1517,1,0,0,2801,3239,1153
204,226,2,4,1517,1,0,0,2801,3239,1153
204,226,3,1,1517,1,0,0,2801,3239,1153
204,226,4,2,1517,1,0,0,2801,3239,1153
204,226,5,0,1517,1,0,0,2801,3239,1153
